Input Word,True Output,My Decoded Output,Matching or Not
telamgaanham,తెలంగాణం,తెలంగాణం,Yes
vedamunu,వేదమును,వేదమును,Yes
katnam,కట్నం,కట్నం,Yes
sthaapistunnayi,స్థాపిస్తున్నాయి,స్థాపిస్తున్నాయి,Yes
nerolac,నేరోలాక్,నెరోలాక్,No
tcns,టీసిఎన్ఎస్,టీసిఎన్స్,No
tisukellindani,తీసుకెళ్ళిందని,తిసుకెళ్ళిందని,No
pramaanhaalloe,ప్రమాణాల్లో,ప్రమాణాల్లో,Yes
germanlu,జర్మన్లు,జరర్న్లు,No
mahaadhevi,మహాదేవి,మహాధేవి,No
anusandhaanamai,అనుసంధానమై,అనుసంధానమై,Yes
moote,మోతే,మూటీ,No
jeykumaran,జేకుమారణ్,జేయుకుమారన్,No
sacramento,శాక్రమెంటో,సాక్రమేంటో,No
sarjari,సర్జరీ,సర్జరి,No
vivaralu,వివరాలు,వివరాలు,Yes
digaadu,దిగాడు,దిగాడు,Yes
contracts,కాంట్రాక్ట్స్,కాట్రాక్ట్స్,No
sirshikanu,శీర్షికను,శిర్షికను,No
traagatam,త్రాగటం,త్రాగటం,Yes
boca,బోకా,బొకా,No
jaraganundi,జరగనుంది,జరగనుండి,No
cheppinantatikee,చెప్పినంతటికీ,చెప్పినంతటికీ,Yes
maargamlone,మార్గంలోనే,మార్గంలోనే,Yes
vidhaalaina,విధాలైన,విధాలైన,Yes
sileendraalu,శిలీంద్రాలు,శిలీంద్రాలు,Yes
dharjee,దర్జీ,ధర్జీ,No
mentor,మెంటర్,మెంటర్,Yes
mani,మణి,మాని,No
shreemahavishnuvu,శ్రీమహావిష్ణువు,శ్రీమమవి్న్వు,No
baadhapaddaadu,బాధపడ్డాడు,బాధపడ్డాడు,Yes
ksheenataku,క్షీణతకు,క్షీనతకు,No
pravartinchewaallu,ప్రవర్తించేవాళ్ళు,ప్రవర్తించేవాళ్లు,No
baliga,బలిగా,బలిగా,Yes
sarvooththama,సర్వోత్తమ,సర్వోత్థమా,No
avutu,అవుతూ,అవుటు,No
akron,అక్రొన్,ఆక్రోన్,No
teacheru,టీచరు,టీచరరు,No
kaushik,కౌశిక్,కౌషిక్,No
saraikela,సరైకెల,సరైకేలా,No
roberts,రోబర్ట్స్,రాబెర్ట్స్,No
kanniyakumari,కన్నియాకుమారి,కన్నియకుమారి,No
haokip,హాకీప్,హాకిప్,No
kramamu,క్రమము,క్రమము,Yes
titan,టైటాన్,టిటాన్,No
bhuj,భూజ్,భుజ్,No
upayoginchukovaalannaaru,ఉపయోగించుకోవాలన్నా,ఉపయోగించుకోవాలన్నారు,No
kampose,కంపోజ్,కంపోస్,No
sampadalunna,సంపదలున్న,సంపాదలున్న,No
narsimhulu,నర్సింహులు,నర్సింహులు,Yes
saralamgaa,సరళంగా,సరళంగా,Yes
delray,డెల్రే,డెల్రే,Yes
rashulu,రాశులు,రాషులు,No
naasthika,నాస్తిక,నాస్తిక,Yes
saekhara,శేఖర,శాఖర,No
aghnanapu,అజ్ఞానపు,అఘ్ఞనపు,No
penampai,పెనంపై,పెనంపై,Yes
tipputoo,తిప్పుతూ,తిప్పుతూ,Yes
puraanhamu,పురాణము,పురాణము,Yes
dweshinchoddani,ద్వేషించొద్దని,ద్వేషించొద్దని,Yes
prakatimchabotunnatlu,ప్రకటించబోతున్నట్ల,ప్రకటించబోతున్నట్లు,No
naanudi,నానుడి,నానుడి,Yes
australia,ఆస్ట్రేలియా,ఆస్ట్రేలియా,Yes
lidhindi,లిదిండి,లిధింది,No
evadaite,ఎవడైతే,ఎవడైతే,Yes
kooganti,కోగంటి,కూగంటి,No
israni,ఇస్రానీ,ఇస్రాని,No
matacharalanu,మతాచారాలను,మతచరాలను,No
bedada,బెడద,బెదద,No
ashtaa,అష్టా,అష్టా,Yes
pottatho,పొట్టతో,పొట్టతో,Yes
prataparudra,ప్రతాపరుద్ర,ప్రతపపుద్ర,No
anaheim,అనాహేమ్,అనహీమం,No
dipistunnaayi,డిపిస్తున్నాయి,దిపిస్తున్నాయి,No
beaverton,బీవర్టన్,బీవర్టన్,Yes
cheeyadamloo,చేయడంలో,చీయడంలో,No
aghnaanamu,అజ్ఞానము,అఘ్ఞానము,No
spashtamaindi,స్పష్టమైంది,స్పష్టమైంది,Yes
kashyap,కశ్యప్,కాష్యప్,No
choodavalasindenannaaru,చూడవలసిందేనన్నారు,చూడవలసిందేనన్నారు,Yes
kshetramunaku,క్షేత్రమునకు,క్షేత్రమునకు,Yes
balaheenatha,బలహీనత,బలహీనత,Yes
tomar,తోమర్,టోమార్,No
vijayaala,విజయాల,విజయాల,Yes
sarvices,సర్వీసెస్,సర్వీజెస్,No
shaastraalaku,శాస్త్రాలకు,శాస్త్రాలకు,Yes
kooleelaku,కూలీలకు,కూలీలకు,Yes
koddirojula,కొద్దిరోజుల,కొద్దిరోజుల,Yes
prakatinchukuntunnaaru,ప్రకటించుకుంటున్నా,ప్రకటించుకుంటున్నారు,No
samithiki,సమితికి,సమితికి,Yes
vaddeeni,వడ్డీని,వడ్దీని,No
gantallone,గంటల్లోనే,గంటల్లోనే,Yes
shely,షెల్లీ,షెలి,No
aviation,ఏవియేషన్,ఏవియేషన్,Yes
dooshinchukunnaarani,దూషించుకున్నారని,దూషించుకున్నారని,Yes
balla,బల్ల,బల్ల,Yes
kansas,కెన్సాస్,కాన్సాస్,No
chesukolekapotunnaanani,చేసుకోలేకపోతున్నాన,చేసుకోలేకపోతున్నానని,No
yerpadindani,ఏర్పడిందని,ఏర్పడిందని,Yes
tdploki,టీడీపీలోకి,టీడిప్లోకి,No
bhatia,భాటియా,భతియా,No
oricon,ఓరికాన్,ఒరికోన్,No
malamu,మలము,మాలము,No
mahalaya,మహాలయ,మహాలయ,Yes
vistarinpa,విస్తరింప,విస్తరింప,Yes
nimpadaaniki,నింపడానికి,నింపడానికి,Yes
van,వ్యాన్,వాన్,No
henree,హెన్రీ,హెన్రీ,Yes
anuragam,అనురాగం,అనురగం,No
chedagodutunnadanna,చెడగొడుతున్నాడన్న,చెడగొడుతున్నాడన్న,Yes
metha,మేత,మేత,Yes
products,ప్రోడక్ట్స్,ప్రోడక్ట్స్,Yes
reechaarj,రీఛార్జ్,రీచార్జ్,No
akhandayati,అఖండయతి,అఖండయాతి,No
jeny,జెన్నీ,జెన్,No
yugandhar,యుగంధర్,యుగంధర్,Yes
huhtamaki,హూటమాకీ,హుహ్తమాకి,No
tolaginchabadutunnaayi,తొలగించబడుతున్నాయి,తొలగించబడుతున్నాయి,Yes
chellani,చెల్లని,చెల్లని,Yes
tarimchina,తరించిన,తరించిన,Yes
vrasthuntaarani,వ్రాసుంటారని,వ్రస్థుంటారని,No
sind,సిండ్,సిండ్,Yes
ainappatiki,ఐనప్పటికీ,ఐనన్పపిటికి,No
choopinchukuntunnaadu,చూపించుకుంటున్నాడు,చూపించుకుంటున్నాడు,Yes
agnini,అగ్నిని,అగ్నిని,Yes
bharathiyula,భారతీయుల,భారతియుల,No
mahotsavalu,మహోత్సవాలు,మహోత్సవాలు,Yes
kaaryadarshulu,కార్యదర్శులు,కార్యదర్షులు,No
pasithanam,పసితనం,పసితనం,Yes
charchinchanunnaaru,చర్చించనున్నారు,చర్చించనున్నారు,Yes
yantrikamaina,యాంత్రికమైన,యాంత్రికమైన,Yes
paamdu,పాండు,పాండు,Yes
mavuthundhi,మవుతుంది,మావుతుంది,No
dhyaanamu,ధ్యానము,ధ్యానము,Yes
ammagaligitey,అమ్మగలిగితే,అమ్మగలిగిటీ,No
novi,నోవీ,నోవి,No
mannanalu,మన్ననలు,మన్ననలా,No
maria,మరియ,మారియా,No
darpanam,దర్పణం,దర్పనం,No
panacea,పానాసియా,పనన్యా,No
samrakshinchadaniki,సంరక్షించడానికి,సంరక్షించడానికి,Yes
grahastula,గ్రస్తుల,గ్రహస్తుల,No
pravesinchenduku,ప్రవేశించేందుకు,ప్రవేశించేందుకు,Yes
nasreen,నస్రీన్,నశ్రీన్,No
vartamanam,వర్తమానం,వర్తమనం,No
midwest,మిద్వేస్ట్,మైడ్వెస్ట్,No
sekhar,శేఖర్,శేఖర్,Yes
maidaanamloki,మైదానంలోకి,మైదానంలోకి,Yes
preeth,ప్రీత్,ప్రీత్,Yes
kalugu,కలుగు,కలుగు,Yes
devalayampai,దేవాలయంపై,దేవాలయంపై,Yes
aditya,ఆదిత్య,అదిత్య,No
vannee,వన్నీ,వన్నీ,Yes
satyaalu,సత్యాలు,సత్యాలు,Yes
maddatistundi,మద్దతిస్తుంది,మద్దతిస్తుంది,Yes
sope,సోప్,సోప్,Yes
badminton,బ్యాడ్మింటన్,బాడ్మింటన్,No
vaishnavi,వైష్ణవి,వైష్ణవి,Yes
wockhardt,వోకార్డ్ట్,వాక్చార్డ్ట్,No
kaali,కాళీ,కాలి,No
tadanamtara,తదనంతర,తదనంతర,Yes
balmiki,బాల్మీకి,బాల్మీకి,Yes
