True Input,True Output,My Decoded Output,Matching or Not
sthaapistunnayi,స్థాపిస్తున్నాయి,స్థాపిస్తున్నాయి,Yes
nerolac,నేరోలాక్,నెరోలాక్,No
tcns,టీసిఎన్ఎస్,టీసన్ఎస్,No
tisukellindani,తీసుకెళ్ళిందని,తిసుకెళ్ళిందని,No
pramaanhaalloe,ప్రమాణాల్లో,ప్రమాహాల్లో,No
germanlu,జర్మన్లు,గర్మన్లు,No
mahaadhevi,మహాదేవి,మహాధేవి,No
anusandhaanamai,అనుసంధానమై,అనుసంధానమై,Yes
moote,మోతే,మూటే,No
jeykumaran,జేకుమారణ్,జీయుకుమారన్,No
sacramento,శాక్రమెంటో,సాక్రమెంటో,No
sarjari,సర్జరీ,సర్జారి,No
vivaralu,వివరాలు,వివరాలు,Yes
digaadu,దిగాడు,దిగాడు,Yes
contracts,కాంట్రాక్ట్స్,కాంా్్రాక్ట్స్,No
sirshikanu,శీర్షికను,శిర్షికను,No
traagatam,త్రాగటం,త్రాగతం,No
boca,బోకా,బోకా,Yes
jaraganundi,జరగనుంది,జరగనుండి,No
cheppinantatikee,చెప్పినంతటికీ,చెప్పినంటటికీ,No
maargamlone,మార్గంలోనే,మార్గంలోనే,Yes
vidhaalaina,విధాలైన,విధాలైన,Yes
sileendraalu,శిలీంద్రాలు,శిలీంద్రాలు,Yes
dharjee,దర్జీ,ధర్జీ,No
mentor,మెంటర్,మెంటర్,Yes
mani,మణి,మణి,Yes
shreemahavishnuvu,శ్రీమహావిష్ణువు,శ్రీమహాన్షువు,No
baadhapaddaadu,బాధపడ్డాడు,బాధపడ్డాడు,Yes
ksheenataku,క్షీణతకు,క్షీణతకు,Yes
pravartinchewaallu,ప్రవర్తించేవాళ్ళు,ప్రవర్తించేవాళ్లు,No
baliga,బలిగా,బలిగా,Yes
sarvooththama,సర్వోత్తమ,సర్వోథ్మత,No
avutu,అవుతూ,అవుతు,No
akron,అక్రొన్,ఆక్రోన్,No
teacheru,టీచరు,టీచేరు,No
kaushik,కౌశిక్,కౌషిక్,No
saraikela,సరైకెల,సరైకెలా,No
roberts,రోబర్ట్స్,రోబర్ట్స్,Yes
kanniyakumari,కన్నియాకుమారి,కన్నియకుమారి,No
haokip,హాకీప్,హోకిప్,No
kramamu,క్రమము,క్రమము,Yes
titan,టైటాన్,టైనాన్,No
bhuj,భూజ్,భుజ్,No
upayoginchukovaalannaaru,ఉపయోగించుకోవాలన్నా,ఉపయోగించుకోవాలన్నారు,No
kampose,కంపోజ్,కంపోసే,No
sampadalunna,సంపదలున్న,సంపాదలున్నా,No
narsimhulu,నర్సింహులు,నర్సింహులు,Yes
saralamgaa,సరళంగా,సరళంగా,Yes
delray,డెల్రే,డెల్రే,Yes
rashulu,రాశులు,రాషులు,No
naasthika,నాస్తిక,నాస్థిక,No
saekhara,శేఖర,శేఖారా,No
aghnanapu,అజ్ఞానపు,అఘ్ననపు,No
penampai,పెనంపై,పెనంపై,Yes
tipputoo,తిప్పుతూ,తిప్పుతూ,Yes
puraanhamu,పురాణము,పురాణము,Yes
dweshinchoddani,ద్వేషించొద్దని,ద్వేషించొద్దని,Yes
prakatimchabotunnatlu,ప్రకటించబోతున్నట్ల,ప్రకటించబోతున్నట్లు,No
naanudi,నానుడి,నానుడి,Yes
australia,ఆస్ట్రేలియా,ఆస్త్రాలియా,No
lidhindi,లిదిండి,లిధింది,No
evadaite,ఎవడైతే,ఎవడైతే,Yes
kooganti,కోగంటి,కూగంటి,No
israni,ఇస్రానీ,ఇస్రానీ,Yes
matacharalanu,మతాచారాలను,మతచారాలను,No
bedada,బెడద,బెడదా,No
ashtaa,అష్టా,అష్టా,Yes
pottatho,పొట్టతో,పొట్టతో,Yes
prataparudra,ప్రతాపరుద్ర,ప్రతపుర్ర,No
anaheim,అనాహేమ్,అనాహీం,No
dipistunnaayi,డిపిస్తున్నాయి,డిపిస్తున్నాయి,Yes
beaverton,బీవర్టన్,బీవర్టర్నన,No
cheeyadamloo,చేయడంలో,చీయడంలో,No
aghnaanamu,అజ్ఞానము,అజ్ఞానము,Yes
spashtamaindi,స్పష్టమైంది,స్పష్టమైంది,Yes
kashyap,కశ్యప్,కష్యా్,No
choodavalasindenannaaru,చూడవలసిందేనన్నారు,చూడవలసిందేనన్నారు,Yes
kshetramunaku,క్షేత్రమునకు,క్షేత్రమునకు,Yes
balaheenatha,బలహీనత,బలహీనత,Yes
tomar,తోమర్,తోమర్,Yes
vijayaala,విజయాల,విజయాల,Yes
sarvices,సర్వీసెస్,సార్వికెస్,No
shaastraalaku,శాస్త్రాలకు,శాస్త్రాలకు,Yes
kooleelaku,కూలీలకు,కూలీలకు,Yes
koddirojula,కొద్దిరోజుల,కొద్దిరోజుల,Yes
prakatinchukuntunnaaru,ప్రకటించుకుంటున్నా,ప్రకటించుకుంటున్నారు,No
samithiki,సమితికి,సమితికి,Yes
vaddeeni,వడ్డీని,వద్దీని,No
gantallone,గంటల్లోనే,గంటల్లోనే,Yes
shely,షెల్లీ,షెల్,No
aviation,ఏవియేషన్,ఏవియేషన్,Yes
dooshinchukunnaarani,దూషించుకున్నారని,దిషించుకున్నారని,No
balla,బల్ల,బల్లా,No
kansas,కెన్సాస్,కన్సాస్,No
chesukolekapotunnaanani,చేసుకోలేకపోతున్నాన,చేసుకోలేకపోతున్నానని,No
yerpadindani,ఏర్పడిందని,ఏర్పడిందని,Yes
tdploki,టీడీపీలోకి,ట్డిప్లోకి,No
bhatia,భాటియా,భతియా,No
oricon,ఓరికాన్,ఒరికాన్,No
malamu,మలము,మలము,Yes
mahalaya,మహాలయ,మహాలయ,Yes
vistarinpa,విస్తరింప,విస్తరింప,Yes
nimpadaaniki,నింపడానికి,నింపడానికి,Yes
van,వ్యాన్,వాన్,No
henree,హెన్రీ,హెన్రీ,Yes
anuragam,అనురాగం,అనురాగం,Yes
chedagodutunnadanna,చెడగొడుతున్నాడన్న,చెడగొడుతున్నాడన్న,Yes
metha,మేత,మేత,Yes
products,ప్రోడక్ట్స్,ప్రొడ్ట్ట్స్,No
reechaarj,రీఛార్జ్,రీచార్జ్,No
akhandayati,అఖండయతి,అఖండాయతి,No
jeny,జెన్నీ,జెని,No
yugandhar,యుగంధర్,యుగంధార్,No
huhtamaki,హూటమాకీ,హుట్టమాకి,No
tolaginchabadutunnaayi,తొలగించబడుతున్నాయి,తొలగించబడుతున్నాయి,Yes
chellani,చెల్లని,చెల్లాని,No
tarimchina,తరించిన,తరించిన,Yes
vrasthuntaarani,వ్రాసుంటారని,వ్రస్తుంటారని,No
sind,సిండ్,సిండ్,Yes
ainappatiki,ఐనప్పటికీ,ఇనైప్పటికి,No
choopinchukuntunnaadu,చూపించుకుంటున్నాడు,చూపించుకుంటున్నాడు,Yes
agnini,అగ్నిని,అగ్నిని,Yes
bharathiyula,భారతీయుల,భరతతియుల,No
mahotsavalu,మహోత్సవాలు,మహోత్సవలు,No
kaaryadarshulu,కార్యదర్శులు,కార్యదర్షులు,No
pasithanam,పసితనం,పాసిథానం,No
charchinchanunnaaru,చర్చించనున్నారు,చర్చించనున్నారు,Yes
yantrikamaina,యాంత్రికమైన,యాంత్రికమైన,Yes
paamdu,పాండు,పాండు,Yes
mavuthundhi,మవుతుంది,మాుతుంది,No
dhyaanamu,ధ్యానము,ధ్యానము,Yes
ammagaligitey,అమ్మగలిగితే,అమ్మగలిగితే,Yes
novi,నోవీ,నోవి,No
mannanalu,మన్ననలు,మన్ననలు,Yes
maria,మరియ,మరియా,No
darpanam,దర్పణం,దర్పణం,Yes
panacea,పానాసియా,పనన్యా,No
samrakshinchadaniki,సంరక్షించడానికి,సంరక్షించడానికి,Yes
grahastula,గ్రస్తుల,గ్రహస్తుల,No
pravesinchenduku,ప్రవేశించేందుకు,ప్రవేశించేందుకు,Yes
nasreen,నస్రీన్,నశ్రీన్,No
vartamanam,వర్తమానం,వర్తమణం,No
midwest,మిద్వేస్ట్,మైడ్వాస్ట్,No
sekhar,శేఖర్,సేఖర్,No
maidaanamloki,మైదానంలోకి,మైదానంలోకి,Yes
preeth,ప్రీత్,ప్రీత్,Yes
kalugu,కలుగు,కలుగు,Yes
devalayampai,దేవాలయంపై,దేవాలయంపై,Yes
aditya,ఆదిత్య,అదిత్య,No
vannee,వన్నీ,వన్నీ,Yes
satyaalu,సత్యాలు,సత్యాలు,Yes
maddatistundi,మద్దతిస్తుంది,మద్దతిస్తుంది,Yes
sope,సోప్,సోపి,No
badminton,బ్యాడ్మింటన్,బాడ్మింటన్,No
vaishnavi,వైష్ణవి,వైష్ణవి,Yes
wockhardt,వోకార్డ్ట్,వాకారార్డ్ట్,No
kaali,కాళీ,కాలి,No
tadanamtara,తదనంతర,తడనంతర,No
balmiki,బాల్మీకి,బల్లిమికి,No
dial,డయల్,డయాల్,No
rasamayi,రసమయి,రసమాయి,No
fayetteville,ఫయెట్విల్లే,ఫయతెత్విల్లే,No
satyagraham,సత్యాగ్రహం,సత్యగ్రహం,No
graham,గ్రహం,గ్రహం,Yes
range,రేంజ్,రంగే,No
dheshi,దేశి,దేశి,Yes
joliet,జోలియెట్,జోలియట్,No
ankelanu,అంకెలను,అంకెలను,Yes
telipe,తెలిపే,తెలిపే,Yes
brahmaandamiena,బ్రహ్మాండమైన,బ్రహ్మాండమేననీ,No
sugar,షుగర్,సుగార్,No
