True Input,True Output,My Decoded Output,Matching or Not
nerolac,నేరోలాక్,నెరోలాక్,No
tcns,టీసిఎన్ఎస్,టీనీఎన్స్,No
tisukellindani,తీసుకెళ్ళిందని,తిసుకెళ్లిందని,No
pramaanhaalloe,ప్రమాణాల్లో,ప్రమాంాల్లో,No
germanlu,జర్మన్లు,గర్మన్లు,No
mahaadhevi,మహాదేవి,మహాధేవి,No
anusandhaanamai,అనుసంధానమై,అనుసందానమై,No
moote,మోతే,మూటూ,No
jeykumaran,జేకుమారణ్,జీక్ముమన్,No
sacramento,శాక్రమెంటో,స్కారమెంటో,No
sarjari,సర్జరీ,సా్జారి,No
vivaralu,వివరాలు,వివరాలు,Yes
digaadu,దిగాడు,దిగాడు,Yes
contracts,కాంట్రాక్ట్స్,కాంట్రాక్ట్స్,Yes
sirshikanu,శీర్షికను,సిర్షికను,No
traagatam,త్రాగటం,త్రాగటం,Yes
boca,బోకా,బోకా,Yes
jaraganundi,జరగనుంది,జరగనుంది,Yes
cheppinantatikee,చెప్పినంతటికీ,చెప్పినంతటికీ,Yes
maargamlone,మార్గంలోనే,మార్గంలోనే,Yes
vidhaalaina,విధాలైన,విధాలైన,Yes
sileendraalu,శిలీంద్రాలు,సిలేంద్రాలు,No
dharjee,దర్జీ,ధార్జీ,No
mentor,మెంటర్,మెంటర్,Yes
mani,మణి,మని,No
shreemahavishnuvu,శ్రీమహావిష్ణువు,శ్రీహమవిష్ణువు,No
baadhapaddaadu,బాధపడ్డాడు,బాధప్్డాడు,No
ksheenataku,క్షీణతకు,క్షీనతకు,No
pravartinchewaallu,ప్రవర్తించేవాళ్ళు,ప్రవర్తించేవాళ్లు,No
baliga,బలిగా,బాలిగా,No
sarvooththama,సర్వోత్తమ,సర్వూత్మా,No
avutu,అవుతూ,అవుతు,No
akron,అక్రొన్,అక్రన్,No
teacheru,టీచరు,తీచరరు,No
kaushik,కౌశిక్,కౌషిక్,No
saraikela,సరైకెల,సరైకేల,No
roberts,రోబర్ట్స్,రోబెర్ట్స్,No
kanniyakumari,కన్నియాకుమారి,కన్నియకుమాయి,No
haokip,హాకీప్,హాకిప్,No
kramamu,క్రమము,క్రమము,Yes
titan,టైటాన్,తిటాన్,No
bhuj,భూజ్,భుజ్,No
upayoginchukovaalannaaru,ఉపయోగించుకోవాలన్నా,ఉపయోగించుకోవాలన్నారు,No
kampose,కంపోజ్,కాంపోజ్,No
sampadalunna,సంపదలున్న,సంపాదలున్న,No
narsimhulu,నర్సింహులు,నర్సింహులు,Yes
saralamgaa,సరళంగా,సరలంగా,No
delray,డెల్రే,డెల్రే,Yes
rashulu,రాశులు,రాషులు,No
naasthika,నాస్తిక,నాస్థిక,No
saekhara,శేఖర,సేఖారా,No
aghnanapu,అజ్ఞానపు,అగ్నానపు,No
penampai,పెనంపై,పేణంపై,No
tipputoo,తిప్పుతూ,తిప్పుతూ,Yes
puraanhamu,పురాణము,పురాణము,Yes
dweshinchoddani,ద్వేషించొద్దని,ద్వేషిందొద్దని,No
prakatimchabotunnatlu,ప్రకటించబోతున్నట్ల,ప్రకటించబోతున్నట్లు,No
naanudi,నానుడి,నానుడి,Yes
australia,ఆస్ట్రేలియా,ఆస్ట్రాలియా,No
lidhindi,లిదిండి,లిధింది,No
evadaite,ఎవడైతే,ఎవైైతే,No
kooganti,కోగంటి,కూగంటి,No
israni,ఇస్రానీ,ఇస్రాని,No
matacharalanu,మతాచారాలను,మతచరాలను,No
bedada,బెడద,బెదా,No
ashtaa,అష్టా,అష్టా,Yes
pottatho,పొట్టతో,పొట్తతో,No
prataparudra,ప్రతాపరుద్ర,ప్రాతపురద్ర,No
anaheim,అనాహేమ్,అనహీంిమ్,No
dipistunnaayi,డిపిస్తున్నాయి,డిపిస్తున్నాయి,Yes
beaverton,బీవర్టన్,బ్వరర్టన్,No
cheeyadamloo,చేయడంలో,చీయడంలో,No
aghnaanamu,అజ్ఞానము,అఘ్ఞానము,No
spashtamaindi,స్పష్టమైంది,స్పష్టమైంది,Yes
kashyap,కశ్యప్,కా్యప్,No
choodavalasindenannaaru,చూడవలసిందేనన్నారు,చూడదనిసేనేనన్నారు,No
kshetramunaku,క్షేత్రమునకు,క్షేత్రమునకు,Yes
balaheenatha,బలహీనత,బలహీనత,Yes
tomar,తోమర్,టోమార్,No
vijayaala,విజయాల,విజయాల,Yes
sarvices,సర్వీసెస్,సర్వియెస్,No
shaastraalaku,శాస్త్రాలకు,శాస్త్రాలకు,Yes
kooleelaku,కూలీలకు,కూలీలకు,Yes
koddirojula,కొద్దిరోజుల,కొద్దిరోజుల,Yes
prakatinchukuntunnaaru,ప్రకటించుకుంటున్నా,ప్రకటించుకుంటున్నారు,No
samithiki,సమితికి,సమితికి,Yes
vaddeeni,వడ్డీని,వద్దీని,No
gantallone,గంటల్లోనే,గంటల్లోనే,Yes
shely,షెల్లీ,షెలి,No
aviation,ఏవియేషన్,అవియేషన్,No
dooshinchukunnaarani,దూషించుకున్నారని,దూషించుకున్నారని,Yes
balla,బల్ల,బల్లా,No
kansas,కెన్సాస్,కన్సాస్,No
chesukolekapotunnaanani,చేసుకోలేకపోతున్నాన,చేసుకోలేకపోతున్నానని,No
yerpadindani,ఏర్పడిందని,ఏర్పడిందని,Yes
tdploki,టీడీపీలోకి,తిడ్లోకి,No
bhatia,భాటియా,భటియా,No
oricon,ఓరికాన్,ఒరికాన్,No
malamu,మలము,మలాము,No
mahalaya,మహాలయ,మహాలయా,No
vistarinpa,విస్తరింప,విస్తారిప్,No
nimpadaaniki,నింపడానికి,నింపడానికి,Yes
van,వ్యాన్,వాన్,No
henree,హెన్రీ,హెన్రీ,Yes
anuragam,అనురాగం,అనురగం,No
chedagodutunnadanna,చెడగొడుతున్నాడన్న,చేడగొడుతున్నాడన్న,No
metha,మేత,మేత,Yes
products,ప్రోడక్ట్స్,ప్రోడ్్ట్స్,No
reechaarj,రీఛార్జ్,రీచార్జ్,No
akhandayati,అఖండయతి,అఖాండతయి,No
jeny,జెన్నీ,జనీీ,No
yugandhar,యుగంధర్,యుగంధార్,No
huhtamaki,హూటమాకీ,హుహతమాకి,No
tolaginchabadutunnaayi,తొలగించబడుతున్నాయి,తొలగించబడుతున్నాయి,Yes
chellani,చెల్లని,చెల్లాని,No
tarimchina,తరించిన,తరించిన,Yes
vrasthuntaarani,వ్రాసుంటారని,వ్రస్థుంటారని,No
sind,సిండ్,సిండ్,Yes
ainappatiki,ఐనప్పటికీ,అననప్పటికి,No
choopinchukuntunnaadu,చూపించుకుంటున్నాడు,చూపించుకుంటున్నాడు,Yes
agnini,అగ్నిని,అగ్నిని,Yes
bharathiyula,భారతీయుల,భారతీయుల,Yes
mahotsavalu,మహోత్సవాలు,మహోత్సవాలు,Yes
kaaryadarshulu,కార్యదర్శులు,కార్యదర్శులు,Yes
pasithanam,పసితనం,పసినం,No
charchinchanunnaaru,చర్చించనున్నారు,చర్చించనున్నారు,Yes
yantrikamaina,యాంత్రికమైన,యంత్రికమైన,No
paamdu,పాండు,పాందు,No
mavuthundhi,మవుతుంది,మవుతుంది,Yes
dhyaanamu,ధ్యానము,ధ్యానము,Yes
ammagaligitey,అమ్మగలిగితే,అమ్మగలిిగేటి,No
novi,నోవీ,నోవి,No
mannanalu,మన్ననలు,మన్నానలు,No
maria,మరియ,మరియా,No
darpanam,దర్పణం,దర్పనం,No
panacea,పానాసియా,పానాయా,No
samrakshinchadaniki,సంరక్షించడానికి,సంరక్షించడానికి,Yes
grahastula,గ్రస్తుల,గ్రహస్తుల,No
pravesinchenduku,ప్రవేశించేందుకు,ప్రవేశించేందుకు,Yes
nasreen,నస్రీన్,న్సీరనన్,No
vartamanam,వర్తమానం,వర్తమనం,No
midwest,మిద్వేస్ట్,మిడ్వెస్ట్,No
sekhar,శేఖర్,సెఖర్,No
maidaanamloki,మైదానంలోకి,మైదానంలోకి,Yes
preeth,ప్రీత్,ప్రీత్,Yes
kalugu,కలుగు,కలుగు,Yes
devalayampai,దేవాలయంపై,దేవాలయంపై,Yes
aditya,ఆదిత్య,అడిత్య,No
vannee,వన్నీ,వన్నీ,Yes
satyaalu,సత్యాలు,సత్యాలు,Yes
maddatistundi,మద్దతిస్తుంది,మద్దతిస్తుంది,Yes
sope,సోప్,సోపే,No
badminton,బ్యాడ్మింటన్,బ్మింంటన్,No
vaishnavi,వైష్ణవి,వైష్ణవి,Yes
wockhardt,వోకార్డ్ట్,వోచ్రార్ట్ట్,No
kaali,కాళీ,కాలి,No
tadanamtara,తదనంతర,తదాంతర,No
balmiki,బాల్మీకి,బాల్మికి,No
dial,డయల్,డియల్,No
rasamayi,రసమయి,రామమయి,No
fayetteville,ఫయెట్విల్లే,ఫాెట్టెవెళ్లే,No
satyagraham,సత్యాగ్రహం,సత్యగ్రహం,No
graham,గ్రహం,గ్రహం,Yes
range,రేంజ్,రాంగే,No
dheshi,దేశి,ధేషి,No
joliet,జోలియెట్,జోలిటె,No
ankelanu,అంకెలను,అంకేలను,No
telipe,తెలిపే,తెలిపే,Yes
brahmaandamiena,బ్రహ్మాండమైన,బ్రహ్మాందమేనా,No
sugar,షుగర్,సుగార్,No
guruthva,గురుత్వ,గురుత్వ,Yes
